Coluna alvo,R²,MAE,MSE,RMSE,MAPE,MPE
num_to_cat,0.34658082052860795,4.3819556427199124,89.08569474247717,9.43852185156538,inf,-inf
range.max,-24.072603569022412,54305.99238095238,30314957224.980354,174111.91006068583,2710482.7136605405,-2710471.1104683327
range.mean,-0.4509344139009823,25.908916968945455,2866.7871488542464,53.54238646954622,1727.2529298687082,-1720.9576455334388
range.median,-1.2929338833333337,1.9835714285714285,23.397284523809525,4.837073963028633,139.31696428571428,-131.44494047619045
range.min,0.96934,0.009523809523809526,0.0013904761904761907,0.03728908942943218,inf,-inf
range.sd,0.9240487441651387,130.27606193744418,110580.52486253098,332.53650154912464,inf,-inf
sd.max,-1963.6596044104606,27628.432161115208,7949908117.895342,89162.25724988876,2812299.9418841135,-2812295.181073731
sd.mean,-372.07628123137533,25.642222384589324,6689.908312504755,81.79185969584476,623.731604725146,-618.6382764371566
sd.median,0.24618269806546922,0.17329418043612557,0.5998601524653396,0.7745063927853273,9.28661228641384,2.3463330113679737
sd.min,-1.8052348407509036,0.009161599406992413,0.0011249890217140447,0.033540856007473106,inf,-inf
sd.sd,-29.493761274374357,151.7493683941413,142343.01558266327,377.2837335251326,471428.7645342929,-471428.2587020289
skewness.max,0.9300443727482056,2.4712328360971902,40.021075717421844,6.326221282679088,6.61402136084239,-2.3482224767277633
skewness.mean,0.9461642682513023,1.1195630043519966,2.5695779857367347,1.6029903261519498,6.808777229704252,-2.0502172650707777
skewness.median,0.9359793000699784,1.171242473258212,3.459747008293697,1.8600395179387177,6.732788383793377,0.6433575941569168
skewness.min,-0.05229603763949453,2.051879102205998,23.127666316554574,4.809123237821482,inf,inf
skewness.sd,0.7445297718158524,1.4026378221485705,3.154975018370478,1.7762249346213101,36.454618543526266,-26.638352822080837
sparsity.max,-75.77442681222504,0.5176588547181387,2.330024066569977,1.5264416354941244,106.59353788914979,-103.09940079455933
sparsity.mean,0.9085150452174774,0.02089837863772209,0.0007991824723758925,0.028269815570248994,40.97064771972985,-25.614113058471787
sparsity.median,-142.87364247202993,0.49781835839805816,2.342287864811086,1.5304534833868968,145967.42515193956,-145939.90719552233
sparsity.min,0.3344956897173206,0.0060145142429476346,0.0001828593351717152,0.013522549137337797,inf,-inf
sparsity.sd,0.8089810442212835,0.024968366494283516,0.0008046547309665088,0.02836643669843833,41.44271841007739,-21.49178915148844
t_mean.max,-102.23575465767645,6217.727237586853,368551120.5294789,19197.685290927104,669814.1841590581,-669803.4233085356
t_mean.mean,-162.12266728721454,14.318348914232518,2072.1628113771585,45.52101505214002,1136.6619785005805,-1007.0723021270296
t_mean.median,0.6115355814799495,0.12935700242886514,0.35052656942987503,0.5920528434437884,inf,-inf
t_mean.min,0.7371531267508835,6.899546374595153,958.6913987456686,30.96274210637147,inf,
t_mean.sd,0.12377308580887691,24.48820746773728,3285.3483421928418,57.317958287022414,296.4111744856679,-291.8562398610394
var.max,-218071124397802.9,47694115186107.79,2.3884633305347824e+28,154546540903857.9,9540861811829118.0,-9540861811829114.0
var.mean,-137411.6805446838,1646489.158429567,20907743481448.44,4572498.603766702,13118170230.614353,-13118170227.281149
var.median,0.0545295009271175,0.8196915719285924,14.053381468601705,3.7487839986589924,37.24076051006522,-23.38286722733056
var.min,-398.33681339252934,0.0103964157374872,0.0015101089313824718,0.0388601200639225,inf,-inf
var.sd,-22734159.63526838,531356476.4955971,2.9124589095783506e+18,1706592777.8993883,8092964296136.223,-8092964296132.669
